file,text,trigger,mention text (just a few words around the trigger),paragraph,sentiment,aspect,opinion words,notes,,,,
ARC de Mey.txt,"However , losses can amount to 9.2 billion FCFA ( € 14.1 million ) in years with extremely high bird pressure , such as in 2006 .",,,"Granivorous birds, mainly the Red-billed Quelea, have subsisted on cereal crops in Africa for centuries and have caused substantial damage to agriculture. Limited recent evidence is available however on the impact of birds on cereals in Africa. In order to estimate birdinflicted crop losses in rice production, we fit a production function with fixed effects and a damage abatement component with pest intensity slope dummies on a panel database of irrigated rice farmers in the Senegal River Valley. This specification enables estimating bird damage, averaging around 11.2% of the potential rice yield during the wet seasons of 20032007. This translates into an average annual economic loss of 4 billion FCFA (€6.2 million) for the irrigated rice sector in the Senegal River Valley. However, losses can amount to 9.2 billion FCFA (€14.1 million) in years with extremely high bird pressure, such as in 2006. In comparison, farmers perceive bird damage to be on average 15.2% of the potential rice yield. Both the estimated and perceived damage abatement productivity levels indicate that at high bird pressure, the efficacy of traditional bird scaring methods is inadequate. These findings highlight the need for developing enhanced bird control techniques and provide timely information for policy makers who are currently implementing an ambitious food selfsufficiency program in Senegal.",,,,,,,,
ARC de Mey.txt,These findings highlight the need for developing enhanced bird control techniques and provide timely information for policy makers who are currently implementing an ambitious food selfsufficiency program in Senegal .,,,"Granivorous birds, mainly the Red-billed Quelea, have subsisted on cereal crops in Africa for centuries and have caused substantial damage to agriculture. Limited recent evidence is available however on the impact of birds on cereals in Africa. In order to estimate birdinflicted crop losses in rice production, we fit a production function with fixed effects and a damage abatement component with pest intensity slope dummies on a panel database of irrigated rice farmers in the Senegal River Valley. This specification enables estimating bird damage, averaging around 11.2% of the potential rice yield during the wet seasons of 20032007. This translates into an average annual economic loss of 4 billion FCFA (€6.2 million) for the irrigated rice sector in the Senegal River Valley. However, losses can amount to 9.2 billion FCFA (€14.1 million) in years with extremely high bird pressure, such as in 2006. In comparison, farmers perceive bird damage to be on average 15.2% of the potential rice yield. Both the estimated and perceived damage abatement productivity levels indicate that at high bird pressure, the efficacy of traditional bird scaring methods is inadequate. These findings highlight the need for developing enhanced bird control techniques and provide timely information for policy makers who are currently implementing an ambitious food selfsufficiency program in Senegal.",,,,,,,,
ARC de Mey.txt,This translates into an average annual economic loss of 4 billion FCFA ( € 6.2 million ) for the irrigated rice sector in the Senegal River Valley .,,,"Granivorous birds, mainly the Red-billed Quelea, have subsisted on cereal crops in Africa for centuries and have caused substantial damage to agriculture. Limited recent evidence is available however on the impact of birds on cereals in Africa. In order to estimate birdinflicted crop losses in rice production, we fit a production function with fixed effects and a damage abatement component with pest intensity slope dummies on a panel database of irrigated rice farmers in the Senegal River Valley. This specification enables estimating bird damage, averaging around 11.2% of the potential rice yield during the wet seasons of 20032007. This translates into an average annual economic loss of 4 billion FCFA (€6.2 million) for the irrigated rice sector in the Senegal River Valley. However, losses can amount to 9.2 billion FCFA (€14.1 million) in years with extremely high bird pressure, such as in 2006. In comparison, farmers perceive bird damage to be on average 15.2% of the potential rice yield. Both the estimated and perceived damage abatement productivity levels indicate that at high bird pressure, the efficacy of traditional bird scaring methods is inadequate. These findings highlight the need for developing enhanced bird control techniques and provide timely information for policy makers who are currently implementing an ambitious food selfsufficiency program in Senegal.",,,,,,,,
ARC de Mey.txt,Limited recent evidence is available however on the impact of birds on cereals in Africa .,,,"Granivorous birds, mainly the Red-billed Quelea, have subsisted on cereal crops in Africa for centuries and have caused substantial damage to agriculture. Limited recent evidence is available however on the impact of birds on cereals in Africa. Yet, before a functional foundation for future control strategies can be designed, accurate estimates of the crop losses inflicted by the pest are needed. This study contributes by presenting and comparing both econometrically estimated and perceived bird damage estimates. These estimates provide timely information for farmers and policy makers in the Senegal River Valley (SRV), who are currently struggling to implement an ambitious self-sufficiency program. Methodologicalwise, a damage abatement (DA) production function analysis was successfully carried out and compared to a classical Cobb-Douglas production function approach. This study points out that the asymmetric DA specification which includes pest pressure information performs better than the traditional symmetric Cobb-Douglas specification, the latter resulting in counterintuitive results.",,,,,,,,
ARC de Mey.txt,"Methodologicalwise , a damage abatement ( DA ) production function analysis was successfully carried out and compared to a classical Cobb-Douglas production function approach .",,,"Granivorous birds, mainly the Red-billed Quelea, have subsisted on cereal crops in Africa for centuries and have caused substantial damage to agriculture. Limited recent evidence is available however on the impact of birds on cereals in Africa. Yet, before a functional foundation for future control strategies can be designed, accurate estimates of the crop losses inflicted by the pest are needed. This study contributes by presenting and comparing both econometrically estimated and perceived bird damage estimates. These estimates provide timely information for farmers and policy makers in the Senegal River Valley (SRV), who are currently struggling to implement an ambitious self-sufficiency program. Methodologicalwise, a damage abatement (DA) production function analysis was successfully carried out and compared to a classical Cobb-Douglas production function approach. This study points out that the asymmetric DA specification which includes pest pressure information performs better than the traditional symmetric Cobb-Douglas specification, the latter resulting in counterintuitive results.",,,,,,,,
ARC de Mey.txt,"These estimates provide timely information for farmers and policy makers in the Senegal River Valley ( SRV ) , who are currently struggling to implement an ambitious self-sufficiency program .",,,"Granivorous birds, mainly the Red-billed Quelea, have subsisted on cereal crops in Africa for centuries and have caused substantial damage to agriculture. Limited recent evidence is available however on the impact of birds on cereals in Africa. Yet, before a functional foundation for future control strategies can be designed, accurate estimates of the crop losses inflicted by the pest are needed. This study contributes by presenting and comparing both econometrically estimated and perceived bird damage estimates. These estimates provide timely information for farmers and policy makers in the Senegal River Valley (SRV), who are currently struggling to implement an ambitious self-sufficiency program. Methodologicalwise, a damage abatement (DA) production function analysis was successfully carried out and compared to a classical Cobb-Douglas production function approach. This study points out that the asymmetric DA specification which includes pest pressure information performs better than the traditional symmetric Cobb-Douglas specification, the latter resulting in counterintuitive results.",,,,,,,,
ARC de Mey.txt,"Yet , before a functional foundation for future control strategies can be designed , accurate estimates of the crop losses inflicted by the pest are needed .",,,"Granivorous birds, mainly the Red-billed Quelea, have subsisted on cereal crops in Africa for centuries and have caused substantial damage to agriculture. Limited recent evidence is available however on the impact of birds on cereals in Africa. Yet, before a functional foundation for future control strategies can be designed, accurate estimates of the crop losses inflicted by the pest are needed. This study contributes by presenting and comparing both econometrically estimated and perceived bird damage estimates. These estimates provide timely information for farmers and policy makers in the Senegal River Valley (SRV), who are currently struggling to implement an ambitious self-sufficiency program. Methodologicalwise, a damage abatement (DA) production function analysis was successfully carried out and compared to a classical Cobb-Douglas production function approach. This study points out that the asymmetric DA specification which includes pest pressure information performs better than the traditional symmetric Cobb-Douglas specification, the latter resulting in counterintuitive results.",,,,,,,,
riceGrowing0_2009_Linares.txt,"50 21075 A N TH RO PO LO G Y D ow nl oa de d at U ni ve rs ity o f F lo rid a on N ov em be r 10 , 2 02 countries , come under scrutiny for its hazardous practices , including irrigating with untreated waste water and excessive use of pesticides .",,,"Growing Vegetables for Sale. Market-gardening is one of the ways in which African farmers intensify production. Numerous studies have demonstrated how men and women living in peri-urban zones, in the proximity of large markets and labor pools, have become engaged in producing and selling garden vegetables during the dry season (9–13). These endeavors contribute to dry season income, and hence to food security, and also strengthen gender and occupational identity (12). They also encourage cooperation between urban inhabitants belonging to various ethnic groups, and contribute to urban bio-diversity (9). In some localities, it is only men and boys who do the gardening (11), whereas in others women have become vegetable wholesalers (12). Overall, however, women are not as involved as men in urban and peri-urban farming because they lack land and cash to invest (13). This said, this kind of agriculture has, in many Linares PNAS December 15, 2009 vol. 106 no. 50 21075 A N TH RO PO LO G Y D ow nl oa de d at U ni ve rs ity o f F lo rid a on N ov em be r 10 , 2 02 countries, come under scrutiny for its hazardous practices, including irrigating with untreated waste water and excessive use of pesticides. Because urban and peri-urban farming supply producers with cash and city dwellers with a nutritious source of leafy vegetables, solutions must be found to modify dangerous practices.",,,,,,,,
riceGrowing0_2009_Linares.txt,"In some localities , it is only men and boys who do the gardening ( 11 ) , whereas in others women have become vegetable wholesalers ( 12 ) .",,,"Growing Vegetables for Sale. Market-gardening is one of the ways in which African farmers intensify production. Numerous studies have demonstrated how men and women living in peri-urban zones, in the proximity of large markets and labor pools, have become engaged in producing and selling garden vegetables during the dry season (9–13). These endeavors contribute to dry season income, and hence to food security, and also strengthen gender and occupational identity (12). They also encourage cooperation between urban inhabitants belonging to various ethnic groups, and contribute to urban bio-diversity (9). In some localities, it is only men and boys who do the gardening (11), whereas in others women have become vegetable wholesalers (12). Overall, however, women are not as involved as men in urban and peri-urban farming because they lack land and cash to invest (13). This said, this kind of agriculture has, in many Linares PNAS December 15, 2009 vol. 106 no. 50 21075 A N TH RO PO LO G Y D ow nl oa de d at U ni ve rs ity o f F lo rid a on N ov em be r 10 , 2 02 countries, come under scrutiny for its hazardous practices, including irrigating with untreated waste water and excessive use of pesticides. Because urban and peri-urban farming supply producers with cash and city dwellers with a nutritious source of leafy vegetables, solutions must be found to modify dangerous practices.",,,,,,,,
riceGrowing0_2009_Linares.txt,"Overall , however , women are not as involved as men in urban and peri-urban farming because they lack land and cash to invest ( 13 ) .",,,"Growing Vegetables for Sale. Market-gardening is one of the ways in which African farmers intensify production. Numerous studies have demonstrated how men and women living in peri-urban zones, in the proximity of large markets and labor pools, have become engaged in producing and selling garden vegetables during the dry season (9–13). These endeavors contribute to dry season income, and hence to food security, and also strengthen gender and occupational identity (12). They also encourage cooperation between urban inhabitants belonging to various ethnic groups, and contribute to urban bio-diversity (9). In some localities, it is only men and boys who do the gardening (11), whereas in others women have become vegetable wholesalers (12). Overall, however, women are not as involved as men in urban and peri-urban farming because they lack land and cash to invest (13). This said, this kind of agriculture has, in many Linares PNAS December 15, 2009 vol. 106 no. 50 21075 A N TH RO PO LO G Y D ow nl oa de d at U ni ve rs ity o f F lo rid a on N ov em be r 10 , 2 02 countries, come under scrutiny for its hazardous practices, including irrigating with untreated waste water and excessive use of pesticides. Because urban and peri-urban farming supply producers with cash and city dwellers with a nutritious source of leafy vegetables, solutions must be found to modify dangerous practices.",,,,,,,,
Soullier%20th%C3%A8se.txt,GVC addresses more specifically than transaction costs economics the issue of producer participation in the VC because it has a specific interest in the capabilities of actual and potential suppliers to satisfy the transaction .,,,"GVC addresses more specifically than transaction costs economics the issue of producer participation in the VC because it has a specific interest in the capabilities of actual and potential suppliers to satisfy the transaction. It analyzes how innovation in quality makes transactions complex, and influences the power relationships between the driver of the chain and its suppliers. Included suppliers may be upgraded, that is to say may acquire new skills and access more remunerative markets (Humphrey, 2004). On the contrary, producers who do not meet the criteria for inclusion may be marginalized from pro-poor processes (Maertens and Swinnen, 2009). The different aspects of the endowment of farms in capital determine their inclusion (Barrett et al., 2012; Poole et al., 2007). According to the livelihoods approach (Scoones, 2009), these types of capital are physical (roads, technology, irrigation), human (gender, education, number of active members, etc.), social (links to leaders or to VC actors) natural (availability of water) and financial.",,,,,,,,
valueChain0_2017_SOULLIER.txt,GVC addresses more specifically than transaction costs economics the issue of producer participation in the VC because it has a specific interest in the capabilities of actual and potential suppliers to satisfy the transaction .,,,"GVC addresses more specifically than transaction costs economics the issue of producer participation in the VC because it has a specific interest in the capabilities of actual and potential suppliers to satisfy the transaction. It analyzes how innovation in quality makes transactions complex, and influences the power relationships between the driver of the chain and its suppliers. Included suppliers may be upgraded, that is to say may acquire new skills and access more remunerative markets (Humphrey, 2004). On the contrary, producers who do not meet the criteria for inclusion may be marginalized from pro-poor processes (Maertens and Swinnen, 2009). The different aspects of the endowment of farms in capital determine their inclusion (Barrett et al., 2012; Poole et al., 2007). According to the livelihoods approach (Scoones, 2009), these types of capital are physical (roads, technology, irrigation), human (gender, education, number of active members, etc.), social (links to leaders or to VC actors) natural (availability of water) and financial.",,,,,,,,
Soullier%20th%C3%A8se.txt,"It analyzes how innovation in quality makes transactions complex , and influences the power relationships between the driver of the chain and its suppliers .",,,"GVC addresses more specifically than transaction costs economics the issue of producer participation in the VC because it has a specific interest in the capabilities of actual and potential suppliers to satisfy the transaction. It analyzes how innovation in quality makes transactions complex, and influences the power relationships between the driver of the chain and its suppliers. Included suppliers may be upgraded, that is to say may acquire new skills and access more remunerative markets (Humphrey, 2004). On the contrary, producers who do not meet the criteria for inclusion may be marginalized from pro-poor processes (Maertens and Swinnen, 2009). The different aspects of the endowment of farms in capital determine their inclusion (Barrett et al., 2012; Poole et al., 2007). According to the livelihoods approach (Scoones, 2009), these types of capital are physical (roads, technology, irrigation), human (gender, education, number of active members, etc.), social (links to leaders or to VC actors) natural (availability of water) and financial.",,,,,,,,
valueChain0_2017_SOULLIER.txt,"It analyzes how innovation in quality makes transactions complex , and influences the power relationships between the driver of the chain and its suppliers .",,,"GVC addresses more specifically than transaction costs economics the issue of producer participation in the VC because it has a specific interest in the capabilities of actual and potential suppliers to satisfy the transaction. It analyzes how innovation in quality makes transactions complex, and influences the power relationships between the driver of the chain and its suppliers. Included suppliers may be upgraded, that is to say may acquire new skills and access more remunerative markets (Humphrey, 2004). On the contrary, producers who do not meet the criteria for inclusion may be marginalized from pro-poor processes (Maertens and Swinnen, 2009). The different aspects of the endowment of farms in capital determine their inclusion (Barrett et al., 2012; Poole et al., 2007). According to the livelihoods approach (Scoones, 2009), these types of capital are physical (roads, technology, irrigation), human (gender, education, number of active members, etc.), social (links to leaders or to VC actors) natural (availability of water) and financial.",,,,,,,,
Soullier%20th%C3%A8se.txt,"On the contrary , producers who do not meet the criteria for inclusion may be marginalized from pro-poor processes ( Maertens and Swinnen , 2009 ) .",,,"GVC addresses more specifically than transaction costs economics the issue of producer participation in the VC because it has a specific interest in the capabilities of actual and potential suppliers to satisfy the transaction. It analyzes how innovation in quality makes transactions complex, and influences the power relationships between the driver of the chain and its suppliers. Included suppliers may be upgraded, that is to say may acquire new skills and access more remunerative markets (Humphrey, 2004). On the contrary, producers who do not meet the criteria for inclusion may be marginalized from pro-poor processes (Maertens and Swinnen, 2009). The different aspects of the endowment of farms in capital determine their inclusion (Barrett et al., 2012; Poole et al., 2007). According to the livelihoods approach (Scoones, 2009), these types of capital are physical (roads, technology, irrigation), human (gender, education, number of active members, etc.), social (links to leaders or to VC actors) natural (availability of water) and financial.",,,,,,,,
valueChain0_2017_SOULLIER.txt,"On the contrary , producers who do not meet the criteria for inclusion may be marginalized from pro-poor processes ( Maertens and Swinnen , 2009 ) .",,,"GVC addresses more specifically than transaction costs economics the issue of producer participation in the VC because it has a specific interest in the capabilities of actual and potential suppliers to satisfy the transaction. It analyzes how innovation in quality makes transactions complex, and influences the power relationships between the driver of the chain and its suppliers. Included suppliers may be upgraded, that is to say may acquire new skills and access more remunerative markets (Humphrey, 2004). On the contrary, producers who do not meet the criteria for inclusion may be marginalized from pro-poor processes (Maertens and Swinnen, 2009). The different aspects of the endowment of farms in capital determine their inclusion (Barrett et al., 2012; Poole et al., 2007). According to the livelihoods approach (Scoones, 2009), these types of capital are physical (roads, technology, irrigation), human (gender, education, number of active members, etc.), social (links to leaders or to VC actors) natural (availability of water) and financial.",,,,,,,,
Soullier%20th%C3%A8se.txt,"The different aspects of the endowment of farms in capital determine their inclusion ( Barrett et al ., 2012 ; Poole et al ., 2007 ) .",,,"GVC addresses more specifically than transaction costs economics the issue of producer participation in the VC because it has a specific interest in the capabilities of actual and potential suppliers to satisfy the transaction. It analyzes how innovation in quality makes transactions complex, and influences the power relationships between the driver of the chain and its suppliers. Included suppliers may be upgraded, that is to say may acquire new skills and access more remunerative markets (Humphrey, 2004). On the contrary, producers who do not meet the criteria for inclusion may be marginalized from pro-poor processes (Maertens and Swinnen, 2009). The different aspects of the endowment of farms in capital determine their inclusion (Barrett et al., 2012; Poole et al., 2007). According to the livelihoods approach (Scoones, 2009), these types of capital are physical (roads, technology, irrigation), human (gender, education, number of active members, etc.), social (links to leaders or to VC actors) natural (availability of water) and financial.",,,,,,,,
valueChain0_2017_SOULLIER.txt,"The different aspects of the endowment of farms in capital determine their inclusion ( Barrett et al ., 2012 ; Poole et al ., 2007 ) .",,,"GVC addresses more specifically than transaction costs economics the issue of producer participation in the VC because it has a specific interest in the capabilities of actual and potential suppliers to satisfy the transaction. It analyzes how innovation in quality makes transactions complex, and influences the power relationships between the driver of the chain and its suppliers. Included suppliers may be upgraded, that is to say may acquire new skills and access more remunerative markets (Humphrey, 2004). On the contrary, producers who do not meet the criteria for inclusion may be marginalized from pro-poor processes (Maertens and Swinnen, 2009). The different aspects of the endowment of farms in capital determine their inclusion (Barrett et al., 2012; Poole et al., 2007). According to the livelihoods approach (Scoones, 2009), these types of capital are physical (roads, technology, irrigation), human (gender, education, number of active members, etc.), social (links to leaders or to VC actors) natural (availability of water) and financial.",,,,,,,,
riceGrowing0_2009_Linares.txt,"However , in 2009 , the Linten women have a chance to make a common garden .",,,"However, in 2009, the Linten women have a chance to make a common garden. To that end, they are pulling out the weeds from a 1-hectare parcel, to clear the area before the visit of a 21076 www.pnas.org cgi doi 10.1073 pnas.0910773106 Linares D ow nl oa de d at U ni ve rs ity o f F lo rid a on N ov em be r 10 , 2 02 local-born (and United States-educated) agronomist, who will bring a European with him. The presence of this local expert, and his European sponsor, have made it possible for the Katinong women to consider once again embarking on market-gardening activities. The agronomist and his companion had visited previously to talk with the women and hire a man to build an enclosure. The latter created only part of the enclosure and pocketed the rest of the money the European gave him. Dishonesty is one of the numerous hurdles that powerless women have to face. On this latter visit, however, the agronomist and his companion will verify that the parcel is clean before paying for a company to dig a well so that the women can water their vegetables. They will also hire another man to finish fencing the area, and keep a close eye on him that he does so.",,,,,,,,
riceGrowing0_2009_Linares.txt,The agronomist and his companion had visited previously to talk with the women and hire a man to build an enclosure .,,,"However, in 2009, the Linten women have a chance to make a common garden. To that end, they are pulling out the weeds from a 1-hectare parcel, to clear the area before the visit of a 21076 www.pnas.org cgi doi 10.1073 pnas.0910773106 Linares D ow nl oa de d at U ni ve rs ity o f F lo rid a on N ov em be r 10 , 2 02 local-born (and United States-educated) agronomist, who will bring a European with him. The presence of this local expert, and his European sponsor, have made it possible for the Katinong women to consider once again embarking on market-gardening activities. The agronomist and his companion had visited previously to talk with the women and hire a man to build an enclosure. The latter created only part of the enclosure and pocketed the rest of the money the European gave him. Dishonesty is one of the numerous hurdles that powerless women have to face. On this latter visit, however, the agronomist and his companion will verify that the parcel is clean before paying for a company to dig a well so that the women can water their vegetables. They will also hire another man to finish fencing the area, and keep a close eye on him that he does so.",,,,,,,,
riceGrowing0_2009_Linares.txt,The latter created only part of the enclosure and pocketed the rest of the money the European gave him .,,,"However, in 2009, the Linten women have a chance to make a common garden. To that end, they are pulling out the weeds from a 1-hectare parcel, to clear the area before the visit of a 21076 www.pnas.org cgi doi 10.1073 pnas.0910773106 Linares D ow nl oa de d at U ni ve rs ity o f F lo rid a on N ov em be r 10 , 2 02 local-born (and United States-educated) agronomist, who will bring a European with him. The presence of this local expert, and his European sponsor, have made it possible for the Katinong women to consider once again embarking on market-gardening activities. The agronomist and his companion had visited previously to talk with the women and hire a man to build an enclosure. The latter created only part of the enclosure and pocketed the rest of the money the European gave him. Dishonesty is one of the numerous hurdles that powerless women have to face. On this latter visit, however, the agronomist and his companion will verify that the parcel is clean before paying for a company to dig a well so that the women can water their vegetables. They will also hire another man to finish fencing the area, and keep a close eye on him that he does so.",,,,,,,,
riceGrowing0_2009_Linares.txt,"To that end , they are pulling out the weeds from a 1-hectare parcel , to clear the area before the visit of a 21076 www.pnas.org cgi doi 10.1073 pnas.0910773106 Linares D ow nl oa de d at U ni ve rs ity o f F lo rid a on N ov em be r 10 , 2 02 local-born ( and United States-educated ) agronomist , who will bring a European with him .",,,"However, in 2009, the Linten women have a chance to make a common garden. To that end, they are pulling out the weeds from a 1-hectare parcel, to clear the area before the visit of a 21076 www.pnas.org cgi doi 10.1073 pnas.0910773106 Linares D ow nl oa de d at U ni ve rs ity o f F lo rid a on N ov em be r 10 , 2 02 local-born (and United States-educated) agronomist, who will bring a European with him. The presence of this local expert, and his European sponsor, have made it possible for the Katinong women to consider once again embarking on market-gardening activities. The agronomist and his companion had visited previously to talk with the women and hire a man to build an enclosure. The latter created only part of the enclosure and pocketed the rest of the money the European gave him. Dishonesty is one of the numerous hurdles that powerless women have to face. On this latter visit, however, the agronomist and his companion will verify that the parcel is clean before paying for a company to dig a well so that the women can water their vegetables. They will also hire another man to finish fencing the area, and keep a close eye on him that he does so.",,,,,,,,
ASM_S_42_41.txt,"If they simply regarded rice as a gainful crop , their cropping calendar would appear unreasonable because reliance on rice production alone increases the risk of using the profi ts from tomato production under conditions of an unstable and uncertain domestic rice market .",,,"However, it would be more accurate to say that they dipped into the benefi t from tomato production to cover the defi cits related to rice production. This is because they cultivated rice in the dry season of 2009/10 despite the huge defi cit from the rainy season of 2009/10 and the reduced earning power in the tomatocropping season. If they simply regarded rice as a gainful crop, their cropping calendar would appear unreasonable because reliance on rice production alone increases the risk of using the profi ts from tomato production under conditions of an unstable and uncertain domestic rice market. However, the members cultivated rice twice in 2009/10 despite the rice price collapse because they did not plan to cultivate rice in 2010/11 and wanted to secure a whole year’s worth of rice for their own consumption.",,,,,,,,
ASM_S_42_41.txt,This is because they cultivated rice in the dry season of 2009/10 despite the huge defi cit from the rainy season of 2009/10 and the reduced earning power in the tomatocropping season .,,,"However, it would be more accurate to say that they dipped into the benefi t from tomato production to cover the defi cits related to rice production. This is because they cultivated rice in the dry season of 2009/10 despite the huge defi cit from the rainy season of 2009/10 and the reduced earning power in the tomatocropping season. If they simply regarded rice as a gainful crop, their cropping calendar would appear unreasonable because reliance on rice production alone increases the risk of using the profi ts from tomato production under conditions of an unstable and uncertain domestic rice market. However, the members cultivated rice twice in 2009/10 despite the rice price collapse because they did not plan to cultivate rice in 2010/11 and wanted to secure a whole year’s worth of rice for their own consumption.",,,,,,,,
Diagne2013-ASIadoption.txt,A consequence of adopting the ASI thresher is lower pressure from the calendar constraints of irrigated rice cultivation which can ease sufficiently to accommodate double-cropping as recommended in the Senegalese Great Agricultural Offensive for Food and Abundance ( GOANA ) program .,,,"However, more than a decade later we still know very little about its impact on farmers’ livelihoods and the sustainability of its performances. Early experimental studies have shown evidence of its superior technical performance (Kanté 1997) and financial profitability (Donovan and Douthwaite 1997) and recently, Diagne et al. (2013) have found that the ASI thresher-cleaner significantly increases technical efficiency of irrigated rice production. Our study focuses on an observational approach of impact assessment with the application of the causal or treatment effect framework from the perspective of modern evaluation theory (Diagne and Demont 2007; Imbens and Wooldridge 2009). First, the consistent adoption rate of the ASI thresher and its determinants are estimated to assist mainly in the development of strategic and steering programs for future investment in small-farm equipment in the SRV. Second, the impact of the ASI thresher on threshing labor and time is assessed through Matching approaches/parameters. Adoption of a technology is motivated by its impact on profits and labor saving is the primary motivation for mechanical threshing (Pingali 2007), The coexistence of rice and vegetable growing in the SRV leads to frequent shortage of labor during rice harvest and post-harvest periods when the labor requirement peaks for these operations and then cycles into a further labor peak for transplanting of vegetable crops at the end of the wet season. The adoption of the ASI thresher is a priori expected to decrease the amount of labor needed and to save time for threshing activity. A consequence of adopting the ASI thresher is lower pressure from the calendar constraints of irrigated rice cultivation which can ease sufficiently to accommodate double-cropping as recommended in the Senegalese Great Agricultural Offensive for Food and Abundance (GOANA) program. The GOANA aims at reaching rice self-sufficiency in Senegal by 2015 (FTF 2010; SAED 2008). Senegal is the third-largest rice importer in Africa, after Nigeria and Côte d’Ivoire (USDA 2011; USDA 2012) and, along with many other African countries, was heavily hit by the world rice crisis in 2007–2008.",,,,,,,,
Diagne2013-ASIadoption.txt,"Adoption of a technology is motivated by its impact on profits and labor saving is the primary motivation for mechanical threshing ( Pingali 2007 ) , The coexistence of rice and vegetable growing in the SRV leads to frequent shortage of labor during rice harvest and post-harvest periods when the labor requirement peaks for these operations and then cycles into a further labor peak for transplanting of vegetable crops at the end of the wet season .",,,"However, more than a decade later we still know very little about its impact on farmers’ livelihoods and the sustainability of its performances. Early experimental studies have shown evidence of its superior technical performance (Kanté 1997) and financial profitability (Donovan and Douthwaite 1997) and recently, Diagne et al. (2013) have found that the ASI thresher-cleaner significantly increases technical efficiency of irrigated rice production. Our study focuses on an observational approach of impact assessment with the application of the causal or treatment effect framework from the perspective of modern evaluation theory (Diagne and Demont 2007; Imbens and Wooldridge 2009). First, the consistent adoption rate of the ASI thresher and its determinants are estimated to assist mainly in the development of strategic and steering programs for future investment in small-farm equipment in the SRV. Second, the impact of the ASI thresher on threshing labor and time is assessed through Matching approaches/parameters. Adoption of a technology is motivated by its impact on profits and labor saving is the primary motivation for mechanical threshing (Pingali 2007), The coexistence of rice and vegetable growing in the SRV leads to frequent shortage of labor during rice harvest and post-harvest periods when the labor requirement peaks for these operations and then cycles into a further labor peak for transplanting of vegetable crops at the end of the wet season. The adoption of the ASI thresher is a priori expected to decrease the amount of labor needed and to save time for threshing activity. A consequence of adopting the ASI thresher is lower pressure from the calendar constraints of irrigated rice cultivation which can ease sufficiently to accommodate double-cropping as recommended in the Senegalese Great Agricultural Offensive for Food and Abundance (GOANA) program. The GOANA aims at reaching rice self-sufficiency in Senegal by 2015 (FTF 2010; SAED 2008). Senegal is the third-largest rice importer in Africa, after Nigeria and Côte d’Ivoire (USDA 2011; USDA 2012) and, along with many other African countries, was heavily hit by the world rice crisis in 2007–2008.",,,,,,,,
Diagne2013-ASIadoption.txt,"Second , the impact of the ASI thresher on threshing labor and time is assessed through Matching approaches / parameters .",,,"However, more than a decade later we still know very little about its impact on farmers’ livelihoods and the sustainability of its performances. Early experimental studies have shown evidence of its superior technical performance (Kanté 1997) and financial profitability (Donovan and Douthwaite 1997) and recently, Diagne et al. (2013) have found that the ASI thresher-cleaner significantly increases technical efficiency of irrigated rice production. Our study focuses on an observational approach of impact assessment with the application of the causal or treatment effect framework from the perspective of modern evaluation theory (Diagne and Demont 2007; Imbens and Wooldridge 2009). First, the consistent adoption rate of the ASI thresher and its determinants are estimated to assist mainly in the development of strategic and steering programs for future investment in small-farm equipment in the SRV. Second, the impact of the ASI thresher on threshing labor and time is assessed through Matching approaches/parameters. Adoption of a technology is motivated by its impact on profits and labor saving is the primary motivation for mechanical threshing (Pingali 2007), The coexistence of rice and vegetable growing in the SRV leads to frequent shortage of labor during rice harvest and post-harvest periods when the labor requirement peaks for these operations and then cycles into a further labor peak for transplanting of vegetable crops at the end of the wet season. The adoption of the ASI thresher is a priori expected to decrease the amount of labor needed and to save time for threshing activity. A consequence of adopting the ASI thresher is lower pressure from the calendar constraints of irrigated rice cultivation which can ease sufficiently to accommodate double-cropping as recommended in the Senegalese Great Agricultural Offensive for Food and Abundance (GOANA) program. The GOANA aims at reaching rice self-sufficiency in Senegal by 2015 (FTF 2010; SAED 2008). Senegal is the third-largest rice importer in Africa, after Nigeria and Côte d’Ivoire (USDA 2011; USDA 2012) and, along with many other African countries, was heavily hit by the world rice crisis in 2007–2008.",,,,,,,,
